"Country","Year","CO2 emissions (metric tons per capita)","Electric power consumption (kWh per capita)","Energy use (kg of oil equivalent per capita)","Fertility rate, total (births per woman)","GNI per capita, Atlas method (current US$)","Internet users (per 1,000 people)","Life expectancy at birth, total (years)","Military expenditure (% of GDP)","Population, total","Prevalence of HIV, total (% of population ages 15-49)"
"Tunisia",2005,0,0,0,2.04,"2.88E+03",95.1,73.45,1.49,"1.00E+07","0.13"
"Macao, China",2000,3.68,0,0,0.95,"14170",135.28,79.36,0,"443537",""
"Macao, China",2001,3.78,0,0,0,"14010",225.58,0,0,"447726",""
"Macao, China",2002,4.07,0,0,0.84,"",254.85,79.84,0,"451248",""
"Macao, China",2003,4.1,0,0,0,"",264.14,0,0,"454313",""
"Macao, China",2004,0,0,0,0,"",328.08,0,0,"457212",""
"Macao, China",2005,0,0,0,0.88,"",369.44,80.28,0,"460162",""
"China",2000,2.19,992.73,889.07,1.89,"9.30E+02",17.82,70.26,1.83,"1.26E+09",""
"China",2001,2.36,1069.31,880.94,0,"1.00E+03",26.5,0,1.97,"1.27E+09",""
"China",2002,2.72,1184.22,947.23,1.88,"1.10E+03",46.16,70.66,2.1,"1.28E+09",""
"China",2003,3.22,1378.53,1072.1,1.88,"1.27E+03",61.7,0,2.08,"1.29E+09","0.07"
"China",2004,0,1585.12,1241.63,1.85,"1.50E+03",72.52,71.44,2.03,"1.30E+09",""
"China",2005,0,0,0,1.81,"1.74E+03",85.09,71.83,1.97,"1.30E+09","0.08"
"Sao Tome and Principe",2000,0.63,0,0,4.25,"",46.54,62.67,0,"139677",""
"Sao Tome and Principe",2001,0.64,0,0,0,"",63.06,0,0,"142714",""
"Sao Tome and Principe",2002,0.63,0,0,4.06,"",75.35,62.83,0,"145984",""
"Sao Tome and Principe",2003,0.61,0,0,0,"",100.38,0,0,"149430",""
"Sao Tome and Principe",2004,0,0,0,0,"",130.75,0,0,"152964",""
"Sao Tome and Principe",2005,0,0,0,3.76,"",0,63.49,0,"156523",""
"Yemen, Rep.",2000,0.81,137.43,271.74,6.47,"4.10E+02",0.84,59.29,5.02,"1.79E+07",""
"Yemen, Rep.",2001,0.88,141.2,291.47,0,"4.50E+02",0.92,0,5.71,"1.85E+07",""
"Yemen, Rep.",2002,0.85,148.47,281.65,6.2,"4.70E+02",5.24,60.34,7.45,"1.91E+07",""
"Yemen, Rep.",2003,0.87,158.25,294.79,0,"4.90E+02",6.09,0,7.33,"1.97E+07","0.2"
"Yemen, Rep.",2004,0,165.28,313.34,0,"5.60E+02",8.85,0,6.07,"2.03E+07",""
"Yemen, Rep.",2005,0,0,0,5.87,"6.60E+02",0,61.73,5.04,"2.10E+07","0.2"
"Uganda",2000,0.06,0,0,6.95,"2.60E+02",1.65,45.12,2.26,"2.43E+07",""
"Uganda",2001,0.06,0,0,6.9,"2.40E+02",2.39,0,2.13,"2.51E+07",""
"Uganda",2002,0.07,0,0,7.1,"2.30E+02",3.85,46.76,2.49,"2.60E+07",""
"Uganda",2003,0.06,0,0,0,"2.30E+02",4.65,0,2.52,"2.69E+07","6.78"
"Uganda",2004,0,0,0,0,"2.50E+02",7.19,0,2.45,"2.78E+07",""
"Uganda",2005,0,0,0,7.1,"2.80E+02",17.35,49.95,0,"2.88E+07","6.4"
"Togo",2000,0.3,97.13,386.48,5.54,"270",18.64,54.71,0,"5363751",""
"Togo",2001,0.26,95.17,363.48,0,"250",27.14,0,0,"5527167",""
"Togo",2002,0.26,84.81,394.12,5.37,"240",35.19,54.18,0,"5683530",""
"Togo",2003,0.38,93.56,445.36,0,"270",35.99,0,1.64,"5835700","3.21"
"Togo",2004,0,87,448.87,0,"310",36.9,0,1.54,"5988380",""
"Togo",2005,0,0,0,5.03,"350",48.82,55.1,1.58,"6145004","3.24"
"Seychelles",2000,6.95,0,0,2.08,"7440",73.95,72.34,1.68,"81131",""
"Seychelles",2001,7.89,0,0,1.98,"7380",110.83,0,1.79,"81202",""
"Seychelles",2002,6.48,0,0,2.01,"6840",140.22,72.95,1.68,"83700",""
"Seychelles",2003,6.59,0,0,2.1,"7480",144.93,0,1.73,"82800",""
"Seychelles",2004,0,0,0,0,"8130",239.11,0,2.28,"83642.92",""
"Seychelles",2005,0,0,0,0,"8390",248.54,0,1.74,"84494.42",""
"Sudan",2000,0.17,63.03,419.27,4.63,"3.10E+02",0.91,55.94,4.75,"3.29E+07",""
"Sudan",2001,0.19,64.55,433.89,0,"3.40E+02",4.47,0,2.9,"3.36E+07",""
"Sudan",2002,0.24,71.58,459.79,4.45,"3.80E+02",8.77,56.32,3.24,"3.42E+07",""
"Sudan",2003,0.26,81.25,475.87,0,"4.40E+02",26.88,0,2.24,"3.49E+07","1.58"
"Sudan",2004,0,92.22,496.52,0,"5.20E+02",32.09,0,0,"3.55E+07",""
"Sudan",2005,0,0,0,4.15,"6.50E+02",77.28,56.66,0,"3.62E+07","1.59"
"Micronesia, Fed. Sts.",2000,0,0,0,4.42,"2170",37.35,67.32,0,"107092",""
"Micronesia, Fed. Sts.",2001,0,0,0,0,"2080",46.55,0,0,"107403",""
"Micronesia, Fed. Sts.",2002,0,0,0,4.35,"2130",55.55,67.51,0,"108012",""
"Micronesia, Fed. Sts.",2003,0,0,0,0,"2270",91.89,0,0,"108826",""
"Micronesia, Fed. Sts.",2004,0,0,0,0,"2300",109.4,0,0,"109691",""
"Micronesia, Fed. Sts.",2005,0,0,0,3.65,"2390",126.71,68.07,0,"110487",""
"Malta",2000,5.39,4312.82,2012.82,1.72,"9590",130.77,78.2,0.65,"390000",""
"Malta",2001,5.24,4292.62,1877.86,1.72,"9890",178.12,78.44,0.7,"393000",""
"Malta",2002,5.32,4500.57,1977.52,1.46,"10000",203.08,78.39,0.69,"395950",""
"Malta",2003,6.18,4872.05,2237.83,1.46,"10660",240.9,78.65,0.7,"398600","0.13"
"Malta",2004,0,4796.91,2262.65,1.37,"12100",278.18,0,0.76,"401300",""
"Malta",2005,0,0,0,1.37,"13610",315.36,79.5,0.73,"403500","0.13"
"Cambodia",2000,0.04,0,0,4.28,"2.80E+02",0.47,55.59,3.23,"1.27E+07",""
"Cambodia",2001,0.04,0,0,0,"3.00E+02",0.77,0,2.68,"1.30E+07",""
"Cambodia",2002,0.04,0,0,4.14,"3.00E+02",2.26,55.78,2.43,"1.33E+07",""
"Cambodia",2003,0.04,0,0,0,"3.30E+02",2.59,0,2.25,"1.35E+07","1.98"
"Cambodia",2004,0,0,0,0,"3.80E+02",2.97,0,2,"1.38E+07",""
"Cambodia",2005,0,0,0,3.89,"4.30E+02",0,57.03,1.78,"1.41E+07","1.64"
"Trinidad and Tobago",2000,19.69,3938.66,7671.83,1.63,"5230",77.84,70.33,0,"1284700",""
"Trinidad and Tobago",2001,20.02,4046.66,7896.26,0,"5970",93.1,0,0,"1288965",""
"Trinidad and Tobago",2002,21.46,4033.55,8326.93,1.61,"6680",106.72,69.88,0,"1293154",""
"Trinidad and Tobago",2003,22.08,4721.44,8553.31,0,"7750",117.94,0,0,"1297275","2.57"
"Trinidad and Tobago",2004,0,4658.39,8675.12,0,"9010",122.95,0,0,"1301307",""
"Trinidad and Tobago",2005,0,0,0,1.61,"10870",0,69.97,0,"1305236","2.64"
"Zambia",2000,0.17,581.47,586.15,5.9,"2.90E+02",1.87,37.9,0.58,"1.07E+07",""
"Zambia",2001,0.18,606.43,592.58,0,"3.00E+02",2.29,0,0,"1.09E+07",""
"Zambia",2002,0.18,636.65,596.39,5.65,"3.10E+02",4.72,37.41,0,"1.11E+07","15.6"
"Zambia",2003,0.19,662.38,600.56,0,"3.50E+02",9.74,0,0,"1.13E+07","16.93"
"Zambia",2004,0,691.97,604.85,0,"4.00E+02",20.12,0,0,"1.15E+07",""
"Zambia",2005,0,0,0,5.4,"5.00E+02",0,38.41,0,"1.17E+07","16.96"
"Belgium",2000,9.97,8247.07,5743.76,1.66,"2.54E+04",292.63,77.62,1.38,"1.03E+07",""
"Belgium",2001,9.25,8266.84,5698.55,1.64,"2.39E+04",311.07,77.92,1.31,"1.03E+07",""
"Belgium",2002,8.86,8311.72,5473.82,1.62,"2.34E+04",329.04,78.03,1.25,"1.03E+07",""
"Belgium",2003,9.91,8411.94,5704.95,1.64,"2.63E+04",385.5,78.73,1.25,"1.04E+07","0.22"
"Belgium",2004,0,8576.24,5536.26,1.68,"3.16E+04",403.03,62.98,1.24,"1.04E+07",""
"Belgium",2005,0,0,0,1.72,"3.61E+04",458.07,79.48,1.24,"1.05E+07","0.27"
"Dominican Republic",2000,2.3,715.69,892.39,0,"2050",37.41,0,0.88,"8743983",""
"Dominican Republic",2001,2.27,764.15,878.55,0,"2180",44.7,0,1.02,"8889627",""
"Dominican Republic",2002,2.38,858.57,903.95,2.95,"2260",55.34,70.94,1.1,"9034837","1"
"Dominican Republic",2003,2.32,997.63,868.32,0,"1970",70.81,0,0.71,"9179758","1.17"
"Dominican Republic",2004,0,1007.01,821.05,0,"1920",85.79,0,0.53,"9324633",""
"Dominican Republic",2005,0,0,0,0,"2300",158.4,0,0.6,"9469601","1.11"
"Iran, Islamic Rep.",2000,4.6,1593.32,1863.63,2.29,"1.68E+03",9.82,69.5,5.36,"6.37E+07",""
"Iran, Islamic Rep.",2001,4.64,1683.47,1926.08,0,"1.72E+03",15.57,0,5.7,"6.45E+07",""
"Iran, Islamic Rep.",2002,5.64,1782.29,1988.24,2.12,"1.74E+03",48.34,70.25,3.82,"6.55E+07",""
"Iran, Islamic Rep.",2003,5.74,1916.09,2088.61,0,"1.97E+03",72.3,0,4.35,"6.64E+07","0.09"
"Iran, Islamic Rep.",2004,0,2035.98,2166.45,0,"2.24E+03",81.71,0,4.53,"6.73E+07",""
"Iran, Islamic Rep.",2005,0,0,0,2.07,"2.60E+03",102.56,71.13,4.46,"6.83E+07","0.15"
"St. Vincent and the Grenadines",2000,1.33,0,0,2.14,"2730",30.19,72.92,0,"115949",""
"St. Vincent and the Grenadines",2001,1.51,0,0,0,"2750",47.19,0,0,"116555",""
"St. Vincent and the Grenadines",2002,1.56,0,0,2.1,"2820",51.21,72.93,0,"117174",""
"St. Vincent and the Grenadines",2003,1.65,0,0,2.1,"2970",59.42,0,0,"117800",""
"St. Vincent and the Grenadines",2004,0,0,0,2.12,"3460",67.55,72.53,0,"118428",""
"St. Vincent and the Grenadines",2005,0,0,0,0,"3530",84,72.33,0,"119051",""
"Portugal",2000,5.84,4013.96,2473.16,1.52,"1.16E+04",164.31,76.52,1.96,"1.02E+07",""
"Portugal",2001,5.66,4147.6,2470.82,1.42,"1.13E+04",180.75,76.82,2.01,"1.03E+07",""
"Portugal",2002,6.01,4292.3,2551.71,1.42,"1.12E+04",218.67,77.07,2.04,"1.04E+07",""
"Portugal",2003,5.51,4383.18,2468.91,1.44,"1.26E+04",256.1,77.27,2.03,"1.04E+07","0.4"
"Portugal",2004,0,4525.72,2528,1.42,"1.52E+04",281,0,2.14,"1.05E+07",""
"Portugal",2005,0,0,0,1.4,"1.72E+04",278.59,78.07,2.15,"1.05E+07","0.4"
"Tanzania",2000,0.08,58.5,397.36,0,"2.70E+02",1.18,46.83,1.33,"3.38E+07",""
"Tanzania",2001,0.09,60.64,421.41,0,"2.80E+02",1.73,0,1.43,"3.47E+07",""
"Tanzania",2002,0.1,63.09,445.77,0,"2.80E+02",2.25,45.98,1.46,"3.56E+07",""
"Tanzania",2003,0.1,55.57,469.54,5.7,"3.00E+02",6.84,0,1.29,"3.66E+07","6.57"
"Tanzania",2004,0,53.67,499.87,0,"3.20E+02",8.88,0,1.08,"3.75E+07","7"
"Tanzania",2005,0,0,0,5.2,"3.40E+02",0,46.3,1.03,"3.85E+07","6.46"
"Mali",2000,0.05,0,0,7.04,"2.20E+02",1.29,47.57,2.4,"1.16E+07",""
"Mali",2001,0.05,0,0,0,"2.20E+02",1.67,0,2.27,"1.20E+07","1.8"
"Mali",2002,0.04,0,0,6.92,"2.20E+02",2.02,47.71,1.92,"1.24E+07",""
"Mali",2003,0.04,0,0,0,"2.70E+02",2.75,0,1.87,"1.27E+07","1.77"
"Mali",2004,0,0,0,0,"3.30E+02",3.81,0,1.92,"1.31E+07",""
"Mali",2005,0,0,0,6.72,"3.80E+02",4.44,48.62,1.86,"1.35E+07","1.73"
"Ecuador",2000,1.73,654.26,679.04,2.93,"1.34E+03",14.63,73.43,1.67,"1.23E+07",""
"Ecuador",2001,1.92,669.09,702.17,0,"1.38E+03",26.67,0,1.81,"1.25E+07",""
"Ecuador",2002,1.94,661.58,739.26,2.82,"1.56E+03",42.46,74.18,2.24,"1.27E+07",""
"Ecuador",2003,1.81,677.27,781.53,0,"1.92E+03",44.33,0,2.24,"1.29E+07","0.28"
"Ecuador",2004,0,687.12,773.16,0,"2.32E+03",47.9,0,2.17,"1.30E+07",""
"Ecuador",2005,0,0,0,2.67,"2.62E+03",46.56,74.67,2.41,"1.32E+07","0.29"
"Indonesia",2000,1.34,400.36,707.37,2.42,"5.90E+02",9.21,65.84,1,"2.06E+08",""
"Indonesia",2001,1.38,422.12,744.53,0,"7.40E+02",20.09,0,1,"2.09E+08",""
"Indonesia",2002,1.54,428.42,758.98,2.37,"8.10E+02",21.24,66.5,1.06,"2.12E+08",""
"Indonesia",2003,1.37,440.11,766.83,2.37,"9.20E+02",37.64,0,1.09,"2.15E+08","0.09"
"Indonesia",2004,0,478.2,799.87,2.33,"1.11E+03",51.59,0,1.1,"2.18E+08",""
"Indonesia",2005,0,0,0,2.27,"1.26E+03",72.54,67.79,0.92,"2.21E+08","0.13"
"Luxembourg",2000,18.78,15424.66,8408.68,1.76,"43490",228.31,77.87,0.63,"438000",""
"Luxembourg",2001,19.53,15278.73,8723.55,1.66,"43090",364.05,77.88,0.79,"439500",""
"Luxembourg",2002,21.25,15594.14,9111.61,1.63,"41710",372.04,78.12,0.8,"443500",""
"Luxembourg",2003,22.06,15935.21,9472.23,1.63,"44230",377.82,77.93,0.8,"449947","0.2"
"Luxembourg",2004,0,16461.62,10480.99,1.7,"58050",597.42,0,0.82,"453296.8",""
"Luxembourg",2005,0,0,0,1.7,"68810",689.72,79.18,0.93,"456709.6","0.2"
"Chile",2000,3.86,2487.96,1684.16,2.08,"4.84E+03",164.63,76.91,3.7,"1.54E+07",""
"Chile",2001,3.53,2615.17,1628.07,0,"4.60E+03",198.91,0,3.71,"1.56E+07",""
"Chile",2002,3.62,2712.09,1670.99,2,"4.32E+03",226.61,77.73,3.81,"1.58E+07",""
"Chile",2003,3.67,2879.5,1652.24,0,"4.37E+03",250.77,0,3.41,"1.60E+07","0.26"
"Chile",2004,0,3083.76,1732.34,0,"5.02E+03",266.69,0,3.79,"1.61E+07",""
"Chile",2005,0,0,0,1.97,"6.04E+03",171.83,78.15,3.67,"1.63E+07","0.28"
"Lao PDR",2000,0.19,0,0,0,"290",1.15,0,2.03,"5223970",""
"Lao PDR",2001,0.22,0,0,0,"310",1.88,0,2.07,"5315553",""
"Lao PDR",2002,0.23,0,0,3.59,"330",2.78,61.85,0,"5402422",""
"Lao PDR",2003,0.23,0,0,0,"350",3.46,0,0,"5487227","0.06"
"Lao PDR",2004,0,0,0,0,"420",3.75,0,0,"5573531",""
"Lao PDR",2005,0,0,0,0,"450",4.41,0,0,"5663910","0.12"
"Bahrain",2000,27.74,8541.57,9278.16,2.58,"10390",59.52,73.91,4.04,"672008",""
"Bahrain",2001,26.38,9056.69,9433.38,0,"10920",146.01,0,4.23,"684908",""
"Bahrain",2002,30.59,9677.68,9864.48,2.47,"11350",176.45,74.32,3.96,"695931",""
"Bahrain",2003,30.99,10575.72,10252.71,0,"12630",212.51,0,4.82,"705862","0.2"
"Bahrain",2004,0,10857.48,10469.11,0,"14370",213.35,0,4.34,"715820",""
"Bahrain",2005,0,0,0,2.34,"",213.32,74.86,0,"726617","0.2"
"Fiji",2000,1.06,0,0,3.03,"2190",14.8,67.42,2.07,"810736",""
"Fiji",2001,1.36,0,0,0,"2070",18.32,0,2.33,"818656",""
"Fiji",2002,1.35,0,0,2.92,"2090",60.51,67.79,1.81,"826303",""
"Fiji",2003,1.34,0,0,0,"2290",65.97,0,1.69,"833683","0.08"
"Fiji",2004,0,0,0,0,"2820",72.55,0,1.23,"840814",""
"Fiji",2005,0,0,0,2.79,"3170",76.68,68.33,0,"847706","0.11"
"Sierra Leone",2000,0.12,0,0,6.5,"140",1.11,40.21,4.13,"4508987",""
"Sierra Leone",2001,0.13,0,0,0,"160",1.49,0,2.37,"4682648",""
"Sierra Leone",2002,0.13,0,0,6.5,"190",1.64,40.6,1.7,"4892425",""
"Sierra Leone",2003,0.13,0,0,0,"200",1.76,0,1.75,"5119179","1.57"
"Sierra Leone",2004,0,0,0,0,"210",1.87,0,1.22,"5336449",""
"Sierra Leone",2005,0,0,0,6.48,"220",0,41.36,1.12,"5525478","1.56"
"Samoa",2000,0.78,0,0,4.25,"1350",5.63,69.08,0,"177475",""
"Samoa",2001,0.8,0,0,0,"1370",16.74,0,0,"179206",""
"Samoa",2002,0.79,0,0,4,"1390",22.12,69.43,0,"180842",""
"Samoa",2003,0.82,0,0,4,"1500",27.42,0,0,"182361",""
"Samoa",2004,0,0,0,3.98,"1760",29.93,0,0,"183746",""
"Samoa",2005,0,0,0,0,"2020",32.44,70.74,0,"184984",""
"West Bank and Gaza",2000,0,0,0,5.14,"1580",11.8,72.12,0,"2966000",""
"West Bank and Gaza",2001,0,0,0,0,"1220",19.38,0,0,"3096000",""
"West Bank and Gaza",2002,0,0,0,4.9,"1020",32.5,72.74,0,"3231000",""
"West Bank and Gaza",2003,0,0,0,4.8,"1060",43.07,0,0,"3366702",""
"West Bank and Gaza",2004,0,0,0,4.7,"1130",45.61,73.17,0,"3508104",""
"West Bank and Gaza",2005,0,0,0,4.6,"1230",67.02,73.39,0,"3626000",""
"Oman",2000,8.98,3089.27,3959.87,4.31,"6610",36.86,73.56,10.58,"2442000",""
"Oman",2001,9.88,3312.24,4344.43,0,"7610",48.55,0,12.16,"2471440",""
"Oman",2002,12.15,3427.02,4712.86,3.78,"7930",72.22,74.12,12.27,"2492542",""
"Oman",2003,12.84,3505.23,4975.26,0,"8130",83.64,0,12.16,"2510822","0.2"
"Oman",2004,0,3836.07,4667.22,0,"9070",96.69,0,12.25,"2533843",""
"Oman",2005,0,0,0,3.44,"",111.03,74.76,0,"2566981","0.2"
"Turkey",2000,3.29,1550.28,1142.49,2.57,"2.98E+03",37.08,70.39,5.02,"6.74E+07",""
"Turkey",2001,2.91,1510.92,1036.19,2.52,"2.42E+03",51.07,70.54,4.96,"6.85E+07",""
"Turkey",2002,2.99,1560.06,1080.06,2.46,"2.51E+03",61.76,70.74,4.36,"6.96E+07",""
"Turkey",2003,3.11,1656,1114.28,2.2,"2.80E+03",84.85,70.94,3.77,"7.07E+07","0.2"
"Turkey",2004,0,1781.79,1151.16,2.21,"3.78E+03",143.64,71.14,3.11,"7.11E+07",""
"Turkey",2005,0,0,0,2.19,"4.75E+03",222.02,71.29,3.23,"7.21E+07","0.2"
"Niger",2000,0.1,0,0,8,"1.60E+02",0.34,43.6,1.12,"1.18E+07",""
"Niger",2001,0.1,0,0,0,"1.60E+02",0.98,0,1.28,"1.22E+07",""
"Niger",2002,0.1,0,0,7.91,"1.60E+02",1.19,44.23,0.95,"1.26E+07",""
"Niger",2003,0.09,0,0,0,"1.80E+02",1.46,0,0.9,"1.31E+07","1.12"
"Niger",2004,0,0,0,0,"2.10E+02",1.78,0,1.11,"1.35E+07",""
"Niger",2005,0,0,0,7.67,"2.40E+02",2.08,44.93,0,"1.40E+07","1.1"
"Netherlands Antilles",2000,18.7,5561.88,7907.32,2.16,"",0,75.71,0,"175660",""
"Netherlands Antilles",2001,18.92,5308.04,8368.84,0,"",0,0,0,"175771",""
"Netherlands Antilles",2002,19.15,5289.6,8375.2,2.12,"",0,75.93,0,"176951",""
"Netherlands Antilles",2003,22.65,5250.74,9209.76,0,"",0,0,0,"178832",""
"Netherlands Antilles",2004,0,5208.16,9498.54,0,"",0,0,0,"180870",""
"Netherlands Antilles",2005,0,0,0,2.07,"",0,76.39,0,"182656",""
"Czech Republic",2000,11.56,5693.69,3932.04,1.14,"5.79E+03",97.34,74.97,1.82,"1.03E+07",""
"Czech Republic",2001,11.61,5887.91,4050.47,1.14,"5.75E+03",146.71,75.21,1.91,"1.02E+07",""
"Czech Republic",2002,11.2,5891.87,4113.71,1.17,"6.01E+03",254.89,75.32,1.92,"1.02E+07",""
"Czech Republic",2003,11.4,6070.08,4334.54,1.18,"7.31E+03",234.76,75.32,2.02,"1.02E+07","0.1"
"Czech Republic",2004,0,6224.4,4460.4,1.23,"9.21E+03",252.38,75.72,1.82,"1.02E+07",""
"Czech Republic",2005,0,0,0,1.28,"1.12E+04",269.49,75.91,1.78,"1.02E+07","0.1"
"Guam",2000,26.19,0,0,3.05,"",160.89,74.26,0,"155383",""
"Guam",2001,25.88,0,0,0,"",253.25,0,0,"157948",""
"Guam",2002,25.42,0,0,2.95,"",310.97,74.65,0,"160786",""
"Guam",2003,24.91,0,0,0,"",335.81,0,0,"163783",""
"Guam",2004,0,0,0,0,"",359.77,0,0,"166773",""
"Guam",2005,0,0,0,2.78,"",383.18,75.18,0,"169635",""
"Chad",2000,0.02,0,0,6.47,"180",0.37,44.03,1.54,"8215517",""
"Chad",2001,0.01,0,0,0,"190",0.47,0,1.45,"8505192",""
"Chad",2002,0.01,0,0,6.36,"200",1.7,43.61,1.39,"8814445",""
"Chad",2003,0.01,0,0,6.3,"220",3.28,0,1.43,"9133294","3.44"
"Chad",2004,0,0,0,6.39,"340",3.7,0,1.02,"9447944",""
"Chad",2005,0,0,0,6.3,"430",4.1,44.02,0.84,"9748931","3.52"
"Mozambique",2000,0.07,59.74,402.17,5.67,"2.10E+02",1.12,42.64,1.44,"1.79E+07",""
"Mozambique",2001,0.07,268.91,420.36,0,"2.10E+02",1.64,0,1.37,"1.83E+07",""
"Mozambique",2002,0.08,342.41,431.72,5.51,"2.10E+02",2.68,41.87,1.31,"1.87E+07",""
"Mozambique",2003,0.08,365.42,435.8,0,"2.30E+02",4.36,0,1.25,"1.91E+07","16.02"
"Mozambique",2004,0,366.92,441.26,0,"2.70E+02",7.1,0,1.33,"1.94E+07",""
"Mozambique",2005,0,0,0,5.3,"3.10E+02",0,41.81,1.32,"1.98E+07","16.11"
"Benin",2000,0.22,55.44,279.42,6.02,"340",2.08,53.68,0,"7196955",""
"Benin",2001,0.23,58.58,283.21,0,"330",3.37,0,0,"7425465",""
"Benin",2002,0.26,64.95,296.86,5.87,"330",6.52,53.73,0,"7666962",""
"Benin",2003,0.26,61.37,301.43,0,"380",8.84,0,0,"7918892","2.04"
"Benin",2004,0,66.65,302.67,0,"450",12.23,0,0,"8177208",""
"Benin",2005,0,0,0,5.6,"510",50.36,54.99,0,"8438853","1.79"
"Romania",2000,3.84,1987.66,1616.45,1.31,"1.69E+03",35.65,71.07,2.53,"2.24E+07",""
"Romania",2001,4.14,2066.78,1682.95,1.27,"1.75E+03",45.18,71.16,2.45,"2.21E+07",""
"Romania",2002,4.02,2072.87,1722.92,1.26,"1.93E+03",100.9,71.11,2.3,"2.18E+07",""
"Romania",2003,4.19,2220.68,1794.17,1.27,"2.29E+03",183.98,71.46,2.1,"2.17E+07",""
"Romania",2004,0,2270.89,1778.43,1.29,"2.95E+03",207.52,71.31,2.03,"2.17E+07",""
"Romania",2005,0,0,0,1.32,"3.83E+03",0,71.71,2.11,"2.16E+07","0.1"
"Algeria",2000,5.43,696.28,960.24,2.67,"1.61E+03",4.92,70.22,3.43,"3.05E+07",""
"Algeria",2001,5.22,721.42,951.41,0,"1.69E+03",6.47,0,3.51,"3.09E+07",""
"Algeria",2002,5.28,741.81,987.58,2.53,"1.75E+03",15.93,70.94,3.67,"3.14E+07",""
"Algeria",2003,5.14,796.25,1037.73,0,"1.95E+03",21.97,0,3.24,"3.19E+07","0.05"
"Algeria",2004,0,812.42,1016.61,0,"2.29E+03",46.36,0,3.3,"3.24E+07",""
"Algeria",2005,0,0,0,2.44,"2.72E+03",58.44,71.73,2.82,"3.29E+07","0.09"
"Madagascar",2000,0.14,0,0,5.61,"2.40E+02",1.85,54.79,1.22,"1.62E+07",""
"Madagascar",2001,0.14,0,0,0,"2.50E+02",2.1,0,1.44,"1.67E+07",""
"Madagascar",2002,0.13,0,0,5.4,"2.20E+02",3.21,55.31,0,"1.71E+07",""
"Madagascar",2003,0.13,0,0,5.2,"2.80E+02",4,0,0,"1.76E+07","0.45"
"Madagascar",2004,0,0,0,5.12,"2.90E+02",4.97,0,0,"1.81E+07",""
"Madagascar",2005,0,0,0,5.04,"2.90E+02",5.37,55.82,0,"1.86E+07","0.51"
"United States",2000,20.52,13667.43,8164.4,2.06,"3.44E+04",439.37,77.03,3.09,"2.82E+08",""
"United States",2001,20.14,13029.89,7915.89,2.03,"3.48E+04",500.57,77.03,3.1,"2.85E+08",""
"United States",2002,20.09,13125.88,7936,2.01,"3.52E+04",551.38,77.24,3.42,"2.88E+08",""
"United States",2003,19.9,13255.28,7843.2,0,"3.76E+04",555.8,77.14,3.8,"2.91E+08","0.6"
"United States",2004,0,13351.07,7920.46,2.05,"4.11E+04",629.99,77.43,3.98,"2.94E+08",""
"United States",2005,0,0,0,2.05,"4.36E+04",0,77.71,4.08,"2.96E+08","0.6"
"Belize",2000,2.76,0,0,3.4,"3090",60.05,72.21,0,"249800",""
"Belize",2001,2.76,0,0,0,"3070",69.96,0,0,"257300",""
"Belize",2002,2.8,0,0,3.2,"3160",94.27,71.94,0,"265200",""
"Belize",2003,2.85,0,0,0,"3410",109.61,0,0,"273700","2.09"
"Belize",2004,0,0,0,0,"3520",123.85,0,0,"282600",""
"Belize",2005,0,0,0,2.97,"3570",130.23,71.81,0,"291800","2.49"
"Comoros",2000,0.16,0,0,4.27,"400",2.78,60.73,0,"540327.4",""
"Comoros",2001,0.15,0,0,0,"400",4.53,0,0,"551857.1",""
"Comoros",2002,0.14,0,0,4.05,"400",5.68,61.37,0,"563632.9",""
"Comoros",2003,0.15,0,0,4.05,"470",8.69,0,0,"575660","0.1"
"Comoros",2004,0,0,0,4.11,"550",13.61,62.87,0,"587943.7",""
"Comoros",2005,0,0,0,3.76,"650",33.31,62.64,0,"600489.6","0.1"
"Saudi Arabia",2000,13.15,5665.83,5482.15,4.4,"8.14E+03",22.26,71.38,10.59,"2.07E+07",""
"Saudi Arabia",2001,13.36,5969.79,5662.68,0,"8.48E+03",48.11,0,11.49,"2.11E+07",""
